id,category,original_request,MRR,Hit@1,Recall@1,Precision@1,Hit@2,Recall@2,Precision@2,Hit@3,Recall@3,Precision@3,Hit@4,Recall@4,Precision@4,Hit@5,Recall@5,Precision@5,Hit@6,Recall@6,Precision@6,Hit@7,Recall@7,Precision@7,Hit@8,Recall@8,Precision@8,Hit@9,Recall@9,Precision@9,Hit@10,Recall@10,Precision@10,planning_time_seconds,rewrite_time_seconds,retrieval_time_seconds,generation_time_seconds,web_search_time_seconds,reflection_time_seconds,other_tools_time_seconds,end_to_end_time_seconds,prompt_tokens,completion_tokens,total_tokens
023,fact-based,根据《中华人民共和国农村集体经济组织法》，农村集体经济组织的成员大会、成员代表大会、理事会、监事会或者监事召开会议时，是否应当制作和保存会议记录？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.8976,0.0,0.8455,5.6275,0.0,6.5377,0.9417,15.85,3580.0,333.0,3913.0
024,fact-based,根据《中华人民共和国公司法(2023修订)》第五十二条的规定，如果公司向未按时出资的股东发出书面催缴书，催缴书中载明的缴纳出资宽限期，自公司发出催缴书之日起，最短不得少于多少日？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.8917,0.0,0.7768,5.4404,0.0,6.1192,1.0919,15.32,3578.0,306.0,3884.0
025,fact-based,某县计划在其管辖的内河区域设置一个新的渡口。请问，该设置行为需要经过哪个层级的政府审批？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.4638,1.6544,0.9069,8.4628,0.0,6.6835,0.9786,21.15,3551.0,468.0,4019.0
026,fact-based,根据《中华人民共和国民族区域自治法》，民族自治地方的自治机关在录用工作人员时，对哪些人员应当给予适当的照顾？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.9706,1.3059,0.6586,9.224,0.0,7.2506,0.9703,21.38,3941.0,507.0,4448.0
027,fact-based,根据《广播电视设施保护条例》的规定，哪些行为是被禁止的？,0.3333,0,0.0,0.0,0,0.0,0.0,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.2355,1.4472,0.3783,18.8856,0.0,5.7904,1.193,29.93,3352.0,779.0,4131.0
028,fact-based,根据《最高人民法院关于北京、上海、广州知识产权法院案件管辖的规定(2020修正)》第二条的规定，广州知识产权法院对广东省内哪些案件实行跨区域管辖？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.152,0.0,0.76,8.2653,0.0,5.3429,0.8798,16.4,3616.0,413.0,4029.0
029,fact-based,请问，职工因工致残被鉴定为五级伤残，如果本人提出解除劳动关系，应由谁支付一次性工伤医疗补助金？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.8362,1.208,0.8917,3.7402,0.0,6.0655,1.1084,14.85,4036.0,317.0,4353.0
030,fact-based,根据《中华人民共和国企业所得税法实施条例(2024修订)》的规定，企业从事餐饮住宿服务活动取得的收入属于什么类型的收入？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.4613,0.0,0.674,5.5686,0.0,6.8615,0.7346,15.3,3518.0,372.0,3890.0
031,fact-based,根据《中华人民共和国大气污染防治法》，如果某工业园区规划可能对国家大气污染防治重点区域的大气环境造成严重污染，规划编制机关应当与谁进行会商？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.9272,1.297,0.7087,7.5001,0.0,5.2585,0.9485,17.64,3799.0,408.0,4207.0
032,fact-based,根据《乡镇煤矿管理条例(2013修订)》的规定，县级以上人民政府负责管理煤炭工业的部门对瓦斯检验工考核合格后，应当颁发什么证书？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.0879,0.0,0.4844,4.891,0.0,5.9759,0.9208,14.36,3350.0,307.0,3657.0
033,fact-based,根据《最高人民法院、最高人民检察院关于办理操纵证券、期货市场刑事案件适用法律若干问题的解释》，对于在全国中小企业股份转让系统中实施操纵证券市场行为，如果社会危害性大且严重破坏公平公正的市场秩序，是否可以直接完全适用该解释的所有规定？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.879,1.5172,0.934,11.1179,0.0,8.7301,1.0418,25.22,3865.0,575.0,4440.0
034,fact-based,根据《中华人民共和国消费者权益保护法实施条例》的规定，当发生侵害众多消费者合法权益的行为时，哪些消费者协会可以向人民法院提起诉讼？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.1353,1.8971,0.5242,5.9593,0.0,5.6182,1.1059,17.24,3619.0,367.0,3986.0
035,fact-based,根据《校车安全管理条例》，校车驾驶人在驾驶时应当遵守哪些基本要求？,0.5,0,0.0,0.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.9573,1.5294,0.396,8.2831,0.0,6.9786,1.2656,20.41,3326.0,492.0,3818.0
036,fact-based,根据《公共安全视频图像信息系统管理条例》，请问全国范围内公共安全视频系统建设、使用的指导和监督管理工作由哪个部门负责？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.7803,1.4449,0.7516,6.5993,0.0,6.7521,0.9418,18.27,4134.0,417.0,4551.0
037,fact-based,如果一件国际申请的申请日在优先权期限届满之后2个月内，且在国际阶段受理局已经批准恢复优先权，那么在中国进入国家阶段时，关于优先权恢复的请求应当如何处理？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.8686,1.1667,1.0373,12.9573,0.0,8.107,0.8731,26.01,4504.0,677.0,5181.0
038,fact-based,根据《中华人民共和国行政许可法》的规定，如果一项行政许可依法需要由地方人民政府的两个以上部门分别实施，本级人民政府可以采取哪些方式办理该行政许可？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.8773,1.2071,0.5313,9.0842,0.0,6.8546,0.7055,20.26,4011.0,526.0,4537.0
039,fact-based,根据《中华人民共和国防治陆源污染物污染损害海洋环境管理条例》，如果某个企业事业单位向海域排放陆源污染物，造成了海洋环境严重污染损害，应当如何处理？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.9337,1.2969,0.9151,7.5481,0.0,5.7828,0.4934,17.97,3745.0,421.0,4166.0
040,fact-based,根据《城市公共交通条例》，城市人民政府城市公共交通主管部门应当定期组织开展什么评估？,0.5,0,0.0,0.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.703,1.3382,0.5162,4.7706,0.0,6.0615,1.5405,15.93,3626.0,347.0,3973.0
041,fact-based,如果因为征收房屋需要搬迁，房屋征收部门需要向被征收人支付什么费用？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.1283,1.4879,0.931,8.2599,0.0,6.3582,0.8547,20.02,4040.0,487.0,4527.0
042,fact-based,根据《中华人民共和国计算机信息系统安全保护条例(2011修订)》的规定，如果违反该条例并构成违反治安管理行为，应当依照什么法律进行处罚？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.7322,0.0,0.455,4.2646,0.0,5.9167,0.7015,13.07,2902.0,285.0,3187.0
043,fact-based,请问，如果最高人民法院以前发布的关于涉外民商事案件管辖的司法解释，与《最高人民法院关于涉外民商事案件管辖若干问题的规定》的内容不一致，应当以哪个规定为准？,0.125,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.7797,1.3646,0.6969,6.4511,0.0,6.8646,0.7931,17.95,3039.0,415.0,3454.0
044,fact-based,在重整期间，担保权人如果发现担保物有损坏的可能，足以危害其权利，应当向谁请求恢复行使担保权？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.1302,1.4121,1.0809,7.1684,0.0,5.8761,1.1423,18.81,3996.0,424.0,4420.0
045,fact-based,根据《中华人民共和国人民法院组织法》的规定，除了由最高人民法院判决的死刑案件外，其他死刑案件应当报请哪个机关核准？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.9194,0.0,0.8474,3.7818,0.0,5.5868,0.8946,14.03,3422.0,284.0,3706.0
046,fact-based,在易制毒化学品的运输活动中，违反国家规定，致使易制毒化学品流入非法渠道，但尚不构成犯罪的，应当如何处理？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.8659,1.5203,1.0133,16.5171,0.0,9.1795,0.8639,30.96,5165.0,841.0,6006.0
047,fact-based,用人单位与劳动者约定了服务期，劳动者依照《劳动合同法》第三十八条的规定解除劳动合同的，是否属于违反服务期的约定？用人单位能否要求劳动者支付违约金？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.2668,1.2505,0.7443,9.8948,0.0,6.118,0.9456,21.22,3670.0,525.0,4195.0
048,fact-based,人民法院委托的拍卖活动应当在什么场所进行？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.015,1.2387,0.4838,9.4108,0.0,5.8514,1.0503,20.05,3393.0,489.0,3882.0
049,fact-based,根据《最高人民法院关于适用《中华人民共和国刑事诉讼法》的解释(2021)》第二百一十条，对于可能判处死刑的案件，上一级人民法院可以批准延长审理期限一次，请问延长的期限是多久？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.6514,0.0,0.7212,7.1442,0.0,5.1009,0.8423,15.46,3748.0,376.0,4124.0
050,fact-based,申请执行人向法院提供了明确、具体的被执行人财产线索，并填写了财产调查表。法院应当在多长时间内调查核实？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.1213,1.4235,0.8772,5.9576,0.0,6.5421,1.0083,17.93,3834.0,401.0,4235.0
051,scenario,张三是一名国防科技研究员，拥有国防专利‘隐身涂层技术’（专利号DEF123），该专利涉及敏感军事应用，已授权两年。某有限责任公司‘军工科技集团’近期向国防专利复审委员会提交申请，主张该专利缺乏新颖性，请求宣告无效。‘军工科技集团’计划在商业项目中采用类似技术，而张三担心专利无效将导致技术泄露和市场优势丧失。双方利益冲突在于专利有效性的维护与挑战。张三作为专利持有人，面临无效宣告程序的压力，急需专业指导。请问：张三该采取哪些具体步骤来有效应对无效宣告申请？如何最大限度规避专利被宣告无效的风险，并保护自身权益？,0.1667,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.8636,1.3784,1.0406,24.9517,0.0,10.6375,1.3882,41.26,4660.0,1089.0,5749.0
052,scenario,作为ABC认证有限公司的法律顾问，我了解到我们在为XYZ制造有限责任公司进行ISO 9001质量管理体系认证时，为加快进度，遗漏了现场审核和环境测试程序，导致认证报告存在瑕疵。现在市场监管部门已介入调查，我们可能面临行政处罚。我该采取哪些具体步骤来应对当前的法律风险，并如何最大限度规避未来类似风险？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.2155,1.6814,0.903,20.8837,0.0,8.0221,0.8343,34.54,4089.0,888.0,4977.0
053,scenario,我是某矿业公司‘绿源矿业’的项目经理张三。过去两年内，公司为降低成本，在未取得采矿许可证的情况下，由我多次组织小规模非法采矿活动，每次价值约5万元，但累计可能超过30万元。近期，有员工内部举报，执法部门已介入调查，指控我涉嫌多次非法采矿。我担心这些行为会被累计计算，构成严重刑事犯罪。我该采取哪些具体步骤，以最大限度规避刑事风险，并应对可能的累计计算问题？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.1984,1.8275,0.8356,24.846,0.0,9.2633,1.3892,40.36,4221.0,1054.0,5275.0
054,scenario,我是王五建材公司的负责人。我公司持有一张由阳光有限责任公司财务经理张三签发的支票，该支票经李四贸易公司背书转让给我公司。我公司向银行提示付款时，因出票人账户余额不足被拒付。李四声称支票背书未注明日期，属于无效背书，拒绝承担责任；阳光公司则辩称支票上张三的签名可能被伪造。作为持票人，我该如何采取步骤行使追索权，并最大限度规避风险？请提供具体行动指南。,1.0,1,0.5,1.0,1,0.5,0.5,1,0.5,0.3333,1,0.5,0.25,1,1.0,0.4,1,1.0,0.3333,1,1.0,0.2857,1,1.0,0.25,1,1.0,0.2222,1,1.0,0.2,2.0588,1.267,1.0462,26.2987,0.0,6.196,0.6733,37.54,4251.0,1018.0,5269.0
055,scenario,我（张三）与‘某科技有限责任公司’正筹划设立‘未来AI合伙企业’，这是一家普通合伙企业，旨在开发人工智能解决方案。我提出以我的全职管理劳务出资，预计占合伙份额的40%，涵盖项目运营和战略规划；而对方公司以一项核心人工智能算法的专利权出资，占60%。目前，我们在出资评估上产生分歧：我认为我的劳务价值应基于行业管理薪资和贡献度协商确定，但对方公司坚持专利权需委托专业评估机构定价，同时对我劳务的评估方法含糊其辞，仅口头承诺‘合理估值’。这引发了严重担忧：如果评估不公或未明确载明，未来可能导致利润分配失衡、债务承担争议，甚至合伙企业解散风险。请问，在这种情况下，我该采取哪些具体步骤来确保出资合法合规，并如何最大限度规避评估争议、协议漏洞及未来运营风险？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.8643,1.2434,1.3037,37.4766,0.0,7.477,1.445,50.81,4225.0,1341.0,5566.0
