id,category,original_request,MRR,Hit@1,Recall@1,Precision@1,Hit@2,Recall@2,Precision@2,Hit@3,Recall@3,Precision@3,Hit@4,Recall@4,Precision@4,Hit@5,Recall@5,Precision@5,Hit@6,Recall@6,Precision@6,Hit@7,Recall@7,Precision@7,Hit@8,Recall@8,Precision@8,Hit@9,Recall@9,Precision@9,Hit@10,Recall@10,Precision@10,planning_time_seconds,rewrite_time_seconds,retrieval_time_seconds,generation_time_seconds,web_search_time_seconds,reflection_time_seconds,other_tools_time_seconds,end_to_end_time_seconds,prompt_tokens,completion_tokens,total_tokens
011,fact-based,某养殖场销售的种畜禽没有附具种畜禽合格证明和家畜系谱，这种情况应该由哪个部门处理？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.8668,0.0,0.3764,7.5678,0.0,6.2667,1.0523,17.13,2397.0,337.0,2734.0
012,fact-based,请问，用于农产品初加工的机械设备，是否属于《农业机械安全监督管理条例》中所称的“农业机械”？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.1378,0.0,0.3354,6.7001,0.0,5.9858,0.8609,16.02,2029.0,310.0,2339.0
013,fact-based,《国务院关于鼓励华侨和香港澳门同胞投资的规定》的制定目的是什么？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.0605,0.0,0.5531,5.1671,0.0,7.2559,0.9134,15.95,1927.0,303.0,2230.0
014,fact-based,未成年人的父母均不具备完全民事行为能力，并且可能严重危害该未成年人。这种情况下，谁可以决定将该未成年人送养？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.8022,0.0,0.2751,9.7118,0.0,7.1451,1.0958,20.03,2075.0,448.0,2523.0
015,fact-based,根据《互联网上网服务营业场所管理条例(2024修订)》的规定，如果一家网吧违反了国家有关信息网络安全、治安管理、消防管理、工商行政管理、电信管理等规定，但情节尚不够刑事处罚的，应当由哪些部门依法给予处罚？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.7125,0.0,0.4431,6.9049,0.0,8.3695,1.3,18.73,2765.0,386.0,3151.0
016,fact-based,一家外国国际船舶运输经营者，利用租用的中国籍船舶经营中国港口之间的运输业务，被交通运输主管部门查处。经查，其违法所得为60万元。请问，根据《中华人民共和国国际海运条例(2025修订)》，主管部门应当如何处罚？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.9609,0.0,0.7301,7.4625,0.0,7.4347,1.5718,19.16,2399.0,404.0,2803.0
017,fact-based,期货公司依据约定对客户持仓进行强行平仓，由此产生的费用应当由谁承担？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.5705,0.0,0.6195,7.3044,0.0,6.7196,1.166,18.38,2059.0,372.0,2431.0
018,fact-based,根据《彩票管理条例》的规定，哪些部门应当建立彩票发行、销售和资金管理信息系统？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.0614,0.0,0.3903,4.9579,0.0,8.8233,1.2471,17.48,1887.0,352.0,2239.0
019,fact-based,根据《中华人民共和国出口管制法》，我国国家出口管制管理部门可以基于哪些原则或依据，与其他国家、地区或国际组织开展出口管制合作与交流？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.8216,0.0,0.672,12.7517,0.0,8.6683,1.1764,25.09,2289.0,466.0,2755.0
020,fact-based,根据《中华人民共和国企业所得税法实施条例(2024修订)》，企业接受的来自个人的无偿给予的非货币性资产，在税法上属于什么性质的收入？该收入应在何时确认实现？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.2831,0.0,0.5774,16.739,0.0,8.4793,1.3812,29.46,2183.0,536.0,2719.0
021,fact-based,某单位需要使用放射性同位素，计划将其转移到外省使用。请问该单位应当向哪个部门办理备案手续？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.1079,0.0,0.5675,13.2023,0.0,8.7373,1.175,25.79,2101.0,431.0,2532.0
022,fact-based,根据《中华人民共和国中国人民银行法》的规定，中国人民银行的全部资本由谁出资，属于谁所有？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.1902,0.0,0.6153,4.7919,0.0,6.4498,1.5128,15.56,1813.0,257.0,2070.0
023,fact-based,根据《中华人民共和国农村集体经济组织法》，农村集体经济组织的成员大会、成员代表大会、理事会、监事会或者监事召开会议时，是否应当制作和保存会议记录？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.9754,0.0,0.5681,5.1566,0.0,6.481,1.4789,15.66,2089.0,293.0,2382.0
024,fact-based,根据《中华人民共和国公司法(2023修订)》第五十二条的规定，如果公司向未按时出资的股东发出书面催缴书，催缴书中载明的缴纳出资宽限期，自公司发出催缴书之日起，最短不得少于多少日？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.36,0.0,0.6622,5.8625,0.0,9.5844,1.4709,19.94,2289.0,312.0,2601.0
025,fact-based,某县计划在其管辖的内河区域设置一个新的渡口。请问，该设置行为需要经过哪个层级的政府审批？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.3273,0.0,0.6193,5.5078,0.0,9.2972,1.2784,19.03,1947.0,363.0,2310.0
026,fact-based,根据《中华人民共和国民族区域自治法》，民族自治地方的自治机关在录用工作人员时，对哪些人员应当给予适当的照顾？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.5466,0.0,0.6618,8.5046,0.0,7.0241,1.5229,20.26,2187.0,410.0,2597.0
027,fact-based,根据《广播电视设施保护条例》的规定，哪些行为是被禁止的？,0.3333,0,0.0,0.0,0,0.0,0.0,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.736,0.0,0.5116,8.8252,0.0,5.1186,1.5286,17.72,1717.0,373.0,2090.0
028,fact-based,根据《最高人民法院关于北京、上海、广州知识产权法院案件管辖的规定(2020修正)》第二条的规定，广州知识产权法院对广东省内哪些案件实行跨区域管辖？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,8.0379,0.0,1.85,8.4018,1.0812,22.9754,0.9837,43.33,5110.0,817.0,5927.0
029,fact-based,请问，职工因工致残被鉴定为五级伤残，如果本人提出解除劳动关系，应由谁支付一次性工伤医疗补助金？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,4.6998,0.0,0.695,6.4944,0.0,6.5805,1.8403,20.31,2275.0,313.0,2588.0
030,fact-based,根据《中华人民共和国企业所得税法实施条例(2024修订)》的规定，企业从事餐饮住宿服务活动取得的收入属于什么类型的收入？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.0396,0.0,0.3322,6.7859,0.0,8.605,1.1473,18.91,2125.0,373.0,2498.0
031,fact-based,根据《中华人民共和国大气污染防治法》，如果某工业园区规划可能对国家大气污染防治重点区域的大气环境造成严重污染，规划编制机关应当与谁进行会商？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.1545,0.0,0.5345,9.5718,0.0,7.4113,1.4679,21.14,2251.0,337.0,2588.0
032,fact-based,根据《乡镇煤矿管理条例(2013修订)》的规定，县级以上人民政府负责管理煤炭工业的部门对瓦斯检验工考核合格后，应当颁发什么证书？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.443,0.0,0.5222,5.3876,0.0,8.2146,1.3726,17.94,2123.0,309.0,2432.0
033,fact-based,根据《最高人民法院、最高人民检察院关于办理操纵证券、期货市场刑事案件适用法律若干问题的解释》，对于在全国中小企业股份转让系统中实施操纵证券市场行为，如果社会危害性大且严重破坏公平公正的市场秩序，是否可以直接完全适用该解释的所有规定？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.2576,0.0,0.4857,13.0698,0.0,10.6722,1.6347,28.12,2359.0,513.0,2872.0
034,fact-based,根据《中华人民共和国消费者权益保护法实施条例》的规定，当发生侵害众多消费者合法权益的行为时，哪些消费者协会可以向人民法院提起诉讼？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.5592,0.0,0.5474,7.239,0.0,9.2184,1.556,21.12,2021.0,362.0,2383.0
035,fact-based,根据《校车安全管理条例》，校车驾驶人在驾驶时应当遵守哪些基本要求？,0.5,0,0.0,0.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.6731,0.0,0.2561,11.9507,0.0,10.2318,1.4083,26.52,1917.0,511.0,2428.0
036,fact-based,根据《公共安全视频图像信息系统管理条例》，请问全国范围内公共安全视频系统建设、使用的指导和监督管理工作由哪个部门负责？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.326,0.0,0.6852,4.9886,0.0,7.5802,2.76,18.34,2549.0,283.0,2832.0
037,fact-based,如果一件国际申请的申请日在优先权期限届满之后2个月内，且在国际阶段受理局已经批准恢复优先权，那么在中国进入国家阶段时，关于优先权恢复的请求应当如何处理？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.9834,0.0,0.5531,20.467,0.0,9.7596,1.5569,34.32,2401.0,712.0,3113.0
038,fact-based,根据《中华人民共和国行政许可法》的规定，如果一项行政许可依法需要由地方人民政府的两个以上部门分别实施，本级人民政府可以采取哪些方式办理该行政许可？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.265,0.0,0.6095,10.1476,0.0,8.8031,1.1948,23.02,2185.0,448.0,2633.0
039,fact-based,根据《中华人民共和国防治陆源污染物污染损害海洋环境管理条例》，如果某个企业事业单位向海域排放陆源污染物，造成了海洋环境严重污染损害，应当如何处理？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.1758,0.0,0.6946,10.4799,0.0,8.5737,2.416,24.34,2235.0,426.0,2661.0
040,fact-based,根据《城市公共交通条例》，城市人民政府城市公共交通主管部门应当定期组织开展什么评估？,0.5,0,0.0,0.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.2587,0.0,0.508,3.6094,0.0,8.1585,1.8554,16.39,1947.0,262.0,2209.0
041,fact-based,如果因为征收房屋需要搬迁，房屋征收部门需要向被征收人支付什么费用？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.3202,0.0,0.7445,9.4015,0.0,7.1339,1.2399,20.84,2415.0,419.0,2834.0
042,fact-based,根据《中华人民共和国计算机信息系统安全保护条例(2011修订)》的规定，如果违反该条例并构成违反治安管理行为，应当依照什么法律进行处罚？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.9147,0.0,0.5577,5.3597,0.0,7.7981,1.1898,16.82,1861.0,289.0,2150.0
043,fact-based,请问，如果最高人民法院以前发布的关于涉外民商事案件管辖的司法解释，与《最高人民法院关于涉外民商事案件管辖若干问题的规定》的内容不一致，应当以哪个规定为准？,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2.295,0.0,0.6689,10.0568,0.0,6.1192,3.2601,22.4,1775.0,378.0,2153.0
044,fact-based,在重整期间，担保权人如果发现担保物有损坏的可能，足以危害其权利，应当向谁请求恢复行使担保权？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.2803,0.0,0.6501,5.7955,0.0,8.7911,1.403,18.92,2169.0,357.0,2526.0
045,fact-based,根据《中华人民共和国人民法院组织法》的规定，除了由最高人民法院判决的死刑案件外，其他死刑案件应当报请哪个机关核准？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.4732,0.0,0.3137,4.426,0.0,9.3708,1.4563,18.04,1965.0,331.0,2296.0
046,fact-based,在易制毒化学品的运输活动中，违反国家规定，致使易制毒化学品流入非法渠道，但尚不构成犯罪的，应当如何处理？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.7389,0.0,0.7809,16.3251,0.0,8.9993,0.9758,28.82,2719.0,682.0,3401.0
047,fact-based,用人单位与劳动者约定了服务期，劳动者依照《劳动合同法》第三十八条的规定解除劳动合同的，是否属于违反服务期的约定？用人单位能否要求劳动者支付违约金？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.4853,0.0,0.346,14.2909,0.0,6.7935,2.0743,25.99,2205.0,491.0,2696.0
048,fact-based,人民法院委托的拍卖活动应当在什么场所进行？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.4119,0.0,0.4061,9.4566,0.0,6.325,1.5604,20.16,1793.0,389.0,2182.0
049,fact-based,根据《最高人民法院关于适用《中华人民共和国刑事诉讼法》的解释(2021)》第二百一十条，对于可能判处死刑的案件，上一级人民法院可以批准延长审理期限一次，请问延长的期限是多久？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,3.9629,0.0,0.8182,8.018,0.0,7.6024,0.9485,21.35,2437.0,395.0,2832.0
050,fact-based,申请执行人向法院提供了明确、具体的被执行人财产线索，并填写了财产调查表。法院应当在多长时间内调查核实？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,4.1278,0.0,0.3415,6.2733,0.0,7.8058,1.3616,19.91,2195.0,376.0,2571.0
051,scenario,张三是一名国防科技研究员，拥有国防专利‘隐身涂层技术’（专利号DEF123），该专利涉及敏感军事应用，已授权两年。某有限责任公司‘军工科技集团’近期向国防专利复审委员会提交申请，主张该专利缺乏新颖性，请求宣告无效。‘军工科技集团’计划在商业项目中采用类似技术，而张三担心专利无效将导致技术泄露和市场优势丧失。双方利益冲突在于专利有效性的维护与挑战。张三作为专利持有人，面临无效宣告程序的压力，急需专业指导。请问：张三该采取哪些具体步骤来有效应对无效宣告申请？如何最大限度规避专利被宣告无效的风险，并保护自身权益？,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,6.7934,0.0,2.6985,28.8026,0.6394,28.0472,1.1489,68.13,7873.0,1531.0,9404.0
052,scenario,作为ABC认证有限公司的法律顾问，我了解到我们在为XYZ制造有限责任公司进行ISO 9001质量管理体系认证时，为加快进度，遗漏了现场审核和环境测试程序，导致认证报告存在瑕疵。现在市场监管部门已介入调查，我们可能面临行政处罚。我该采取哪些具体步骤来应对当前的法律风险，并如何最大限度规避未来类似风险？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,6.7036,0.0,1.9061,32.3923,0.6286,22.1781,1.3113,65.12,7067.0,1500.0,8567.0
053,scenario,我是某矿业公司‘绿源矿业’的项目经理张三。过去两年内，公司为降低成本，在未取得采矿许可证的情况下，由我多次组织小规模非法采矿活动，每次价值约5万元，但累计可能超过30万元。近期，有员工内部举报，执法部门已介入调查，指控我涉嫌多次非法采矿。我担心这些行为会被累计计算，构成严重刑事犯罪。我该采取哪些具体步骤，以最大限度规避刑事风险，并应对可能的累计计算问题？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.0313,0.0,0.6344,27.2358,0.0,8.3313,1.3472,39.58,2411.0,960.0,3371.0
054,scenario,我是王五建材公司的负责人。我公司持有一张由阳光有限责任公司财务经理张三签发的支票，该支票经李四贸易公司背书转让给我公司。我公司向银行提示付款时，因出票人账户余额不足被拒付。李四声称支票背书未注明日期，属于无效背书，拒绝承担责任；阳光公司则辩称支票上张三的签名可能被伪造。作为持票人，我该如何采取步骤行使追索权，并最大限度规避风险？请提供具体行动指南。,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,6.9993,0.0,2.0803,22.9874,0.2654,23.7887,1.2189,57.34,6227.0,1236.0,7463.0
055,scenario,我（张三）与‘某科技有限责任公司’正筹划设立‘未来AI合伙企业’，这是一家普通合伙企业，旨在开发人工智能解决方案。我提出以我的全职管理劳务出资，预计占合伙份额的40%，涵盖项目运营和战略规划；而对方公司以一项核心人工智能算法的专利权出资，占60%。目前，我们在出资评估上产生分歧：我认为我的劳务价值应基于行业管理薪资和贡献度协商确定，但对方公司坚持专利权需委托专业评估机构定价，同时对我劳务的评估方法含糊其辞，仅口头承诺‘合理估值’。这引发了严重担忧：如果评估不公或未明确载明，未来可能导致利润分配失衡、债务承担争议，甚至合伙企业解散风险。请问，在这种情况下，我该采取哪些具体步骤来确保出资合法合规，并如何最大限度规避评估争议、协议漏洞及未来运营风险？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.8729,0.0,0.6716,31.9483,0.0,9.4518,1.2354,45.18,2573.0,1063.0,3636.0
