id,category,original_request,MRR,Hit@1,Recall@1,Precision@1,Hit@2,Recall@2,Precision@2,Hit@3,Recall@3,Precision@3,Hit@4,Recall@4,Precision@4,Hit@5,Recall@5,Precision@5,Hit@6,Recall@6,Precision@6,Hit@7,Recall@7,Precision@7,Hit@8,Recall@8,Precision@8,Hit@9,Recall@9,Precision@9,Hit@10,Recall@10,Precision@10,planning_time_seconds,rewrite_time_seconds,retrieval_time_seconds,generation_time_seconds,web_search_time_seconds,reflection_time_seconds,other_tools_time_seconds,end_to_end_time_seconds,prompt_tokens,completion_tokens,total_tokens
011,fact-based,某养殖场销售的种畜禽没有附具种畜禽合格证明和家畜系谱，这种情况应该由哪个部门处理？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,5.3075,0.0,0.3714,18.8165,0.0,17.03,8.5146,50.04,2507.0,439.0,2946.0
012,fact-based,请问，用于农产品初加工的机械设备，是否属于《农业机械安全监督管理条例》中所称的“农业机械”？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,6.2907,0.0,0.3383,19.8223,0.0,20.2647,3.494,50.21,2139.0,336.0,2475.0
013,fact-based,《国务院关于鼓励华侨和香港澳门同胞投资的规定》的制定目的是什么？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,4.6876,0.0,0.6543,9.7351,0.0,10.5292,15.1138,40.72,2037.0,269.0,2306.0
014,fact-based,未成年人的父母均不具备完全民事行为能力，并且可能严重危害该未成年人。这种情况下，谁可以决定将该未成年人送养？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,5.1863,0.0,0.2719,6.8256,0.0,15.1994,8.9568,36.44,2185.0,365.0,2550.0
015,fact-based,根据《互联网上网服务营业场所管理条例(2024修订)》的规定，如果一家网吧违反了国家有关信息网络安全、治安管理、消防管理、工商行政管理、电信管理等规定，但情节尚不够刑事处罚的，应当由哪些部门依法给予处罚？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,6.0718,0.0,0.44,8.5167,0.0,19.6053,3.6862,38.32,2875.0,422.0,3297.0
016,fact-based,一家外国国际船舶运输经营者，利用租用的中国籍船舶经营中国港口之间的运输业务，被交通运输主管部门查处。经查，其违法所得为60万元。请问，根据《中华人民共和国国际海运条例(2025修订)》，主管部门应当如何处罚？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.2948,0.0,0.6904,10.3918,0.0,8.5819,1.2511,23.21,2509.0,541.0,3050.0
017,fact-based,期货公司依据约定对客户持仓进行强行平仓，由此产生的费用应当由谁承担？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.7118,5.122,0.7685,11.0336,0.0,6.6987,2.1654,28.5,2533.0,516.0,3049.0
018,fact-based,根据《彩票管理条例》的规定，哪些部门应当建立彩票发行、销售和资金管理信息系统？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.1632,0.0,0.2435,5.3844,0.0,8.925,1.6239,18.34,1997.0,365.0,2362.0
019,fact-based,根据《中华人民共和国出口管制法》，我国国家出口管制管理部门可以基于哪些原则或依据，与其他国家、地区或国际组织开展出口管制合作与交流？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.7747,0.0,0.6854,16.8158,0.0,7.8638,1.3103,29.45,2399.0,461.0,2860.0
020,fact-based,根据《中华人民共和国企业所得税法实施条例(2024修订)》，企业接受的来自个人的无偿给予的非货币性资产，在税法上属于什么性质的收入？该收入应在何时确认实现？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.1508,0.0,0.7313,22.9781,0.0,9.9654,1.4744,37.3,2293.0,364.0,2657.0
021,fact-based,某单位需要使用放射性同位素，计划将其转移到外省使用。请问该单位应当向哪个部门办理备案手续？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,3.9864,0.0,0.5399,15.7571,0.0,21.5461,2.0705,43.9,2211.0,440.0,2651.0
022,fact-based,根据《中华人民共和国中国人民银行法》的规定，中国人民银行的全部资本由谁出资，属于谁所有？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,10.3591,0.0,0.6129,11.9258,0.0,11.377,15.6652,49.94,1923.0,258.0,2181.0
023,fact-based,根据《中华人民共和国农村集体经济组织法》，农村集体经济组织的成员大会、成员代表大会、理事会、监事会或者监事召开会议时，是否应当制作和保存会议记录？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,4.9267,0.0,0.5695,14.1041,0.0,16.3135,9.6662,45.58,2199.0,352.0,2551.0
024,fact-based,根据《中华人民共和国公司法(2023修订)》第五十二条的规定，如果公司向未按时出资的股东发出书面催缴书，催缴书中载明的缴纳出资宽限期，自公司发出催缴书之日起，最短不得少于多少日？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,12.8043,0.0,0.7442,5.1937,0.0,14.4995,4.2483,37.49,2399.0,299.0,2698.0
025,fact-based,某县计划在其管辖的内河区域设置一个新的渡口。请问，该设置行为需要经过哪个层级的政府审批？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,3.1343,4.6301,1.0345,5.5658,0.0,10.8909,5.3244,30.58,2369.0,361.0,2730.0
026,fact-based,根据《中华人民共和国民族区域自治法》，民族自治地方的自治机关在录用工作人员时，对哪些人员应当给予适当的照顾？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,3.2042,0.0,0.5383,8.9467,0.0,7.2714,3.8594,23.82,2297.0,402.0,2699.0
027,fact-based,根据《广播电视设施保护条例》的规定，哪些行为是被禁止的？,0.3333,0,0.0,0.0,0,0.0,0.0,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,5.6104,0.0,0.4391,14.7177,0.0,7.5884,4.6144,32.97,1827.0,567.0,2394.0
028,fact-based,根据《最高人民法院关于北京、上海、广州知识产权法院案件管辖的规定(2020修正)》第二条的规定，广州知识产权法院对广东省内哪些案件实行跨区域管辖？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,6.7336,1.8256,1.3063,7.6416,0.2693,14.3331,1.1005,33.21,4442.0,626.0,5068.0
029,fact-based,请问，职工因工致残被鉴定为五级伤残，如果本人提出解除劳动关系，应由谁支付一次性工伤医疗补助金？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.7312,0.0,0.6547,4.1215,0.0,13.1101,1.0925,21.71,2385.0,321.0,2706.0
030,fact-based,根据《中华人民共和国企业所得税法实施条例(2024修订)》的规定，企业从事餐饮住宿服务活动取得的收入属于什么类型的收入？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.4992,0.0,0.5937,7.0529,0.0,7.4946,1.3096,18.95,2235.0,361.0,2596.0
031,fact-based,根据《中华人民共和国大气污染防治法》，如果某工业园区规划可能对国家大气污染防治重点区域的大气环境造成严重污染，规划编制机关应当与谁进行会商？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.5626,0.0,0.6789,8.1785,0.0,7.2585,1.4515,20.13,2361.0,411.0,2772.0
032,fact-based,根据《乡镇煤矿管理条例(2013修订)》的规定，县级以上人民政府负责管理煤炭工业的部门对瓦斯检验工考核合格后，应当颁发什么证书？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.5175,0.0,0.5888,4.9966,0.0,6.8884,1.4787,16.47,2233.0,309.0,2542.0
033,fact-based,根据《最高人民法院、最高人民检察院关于办理操纵证券、期货市场刑事案件适用法律若干问题的解释》，对于在全国中小企业股份转让系统中实施操纵证券市场行为，如果社会危害性大且严重破坏公平公正的市场秩序，是否可以直接完全适用该解释的所有规定？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.4252,0.0,0.4206,7.4222,0.0,10.8345,1.4875,22.59,2469.0,406.0,2875.0
034,fact-based,根据《中华人民共和国消费者权益保护法实施条例》的规定，当发生侵害众多消费者合法权益的行为时，哪些消费者协会可以向人民法院提起诉讼？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.4078,0.0,0.6111,7.6118,0.0,8.0517,1.4376,20.12,2131.0,378.0,2509.0
035,fact-based,根据《校车安全管理条例》，校车驾驶人在驾驶时应当遵守哪些基本要求？,0.5,0,0.0,0.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.4751,0.0,0.4319,10.4641,0.0,8.8287,1.5202,23.72,2027.0,492.0,2519.0
036,fact-based,根据《公共安全视频图像信息系统管理条例》，请问全国范围内公共安全视频系统建设、使用的指导和监督管理工作由哪个部门负责？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.3676,0.0,0.5912,5.9394,0.0,8.7689,1.6229,19.29,2659.0,349.0,3008.0
037,fact-based,如果一件国际申请的申请日在优先权期限届满之后2个月内，且在国际阶段受理局已经批准恢复优先权，那么在中国进入国家阶段时，关于优先权恢复的请求应当如何处理？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.5444,0.0,0.7834,15.6484,0.0,8.4269,1.3269,28.73,2511.0,657.0,3168.0
038,fact-based,根据《中华人民共和国行政许可法》的规定，如果一项行政许可依法需要由地方人民政府的两个以上部门分别实施，本级人民政府可以采取哪些方式办理该行政许可？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.4137,0.0,0.508,7.4899,0.0,9.4408,1.5776,21.43,2295.0,431.0,2726.0
039,fact-based,根据《中华人民共和国防治陆源污染物污染损害海洋环境管理条例》，如果某个企业事业单位向海域排放陆源污染物，造成了海洋环境严重污染损害，应当如何处理？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.1305,0.0,0.5624,7.3334,0.0,9.8856,1.6081,21.52,2345.0,416.0,2761.0
040,fact-based,根据《城市公共交通条例》，城市人民政府城市公共交通主管部门应当定期组织开展什么评估？,0.5,0,0.0,0.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.6253,0.0,0.8494,5.3661,0.0,6.4618,1.3674,16.67,2057.0,283.0,2340.0
041,fact-based,如果因为征收房屋需要搬迁，房屋征收部门需要向被征收人支付什么费用？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.8231,0.0,0.9234,9.3677,0.0,7.2426,1.7232,21.08,2525.0,447.0,2972.0
042,fact-based,根据《中华人民共和国计算机信息系统安全保护条例(2011修订)》的规定，如果违反该条例并构成违反治安管理行为，应当依照什么法律进行处罚？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.1,0.0,0.2441,5.2049,0.0,6.6607,1.3803,15.59,1971.0,292.0,2263.0
043,fact-based,请问，如果最高人民法院以前发布的关于涉外民商事案件管辖的司法解释，与《最高人民法院关于涉外民商事案件管辖若干问题的规定》的内容不一致，应当以哪个规定为准？,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2.2427,0.0,0.62,8.9681,0.0,6.892,1.4572,20.18,1885.0,429.0,2314.0
044,fact-based,在重整期间，担保权人如果发现担保物有损坏的可能，足以危害其权利，应当向谁请求恢复行使担保权？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.4662,1.9327,0.79,9.0845,0.0,7.7336,1.513,23.52,2612.0,469.0,3081.0
045,fact-based,根据《中华人民共和国人民法院组织法》的规定，除了由最高人民法院判决的死刑案件外，其他死刑案件应当报请哪个机关核准？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.981,0.0,0.3089,4.1364,0.0,6.2603,1.6534,14.34,2075.0,259.0,2334.0
046,fact-based,在易制毒化学品的运输活动中，违反国家规定，致使易制毒化学品流入非法渠道，但尚不构成犯罪的，应当如何处理？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.339,0.0,0.8257,11.1165,0.0,8.3469,1.2819,23.91,2829.0,493.0,3322.0
047,fact-based,用人单位与劳动者约定了服务期，劳动者依照《劳动合同法》第三十八条的规定解除劳动合同的，是否属于违反服务期的约定？用人单位能否要求劳动者支付违约金？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.3356,0.0,0.3045,8.6998,0.0,7.163,1.6771,20.18,2315.0,415.0,2730.0
048,fact-based,人民法院委托的拍卖活动应当在什么场所进行？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.0707,0.0,0.4452,8.4649,0.0,5.6678,1.6414,18.29,1903.0,351.0,2254.0
049,fact-based,根据《最高人民法院关于适用《中华人民共和国刑事诉讼法》的解释(2021)》第二百一十条，对于可能判处死刑的案件，上一级人民法院可以批准延长审理期限一次，请问延长的期限是多久？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.4594,0.0,0.6949,8.9939,0.0,7.1122,1.3596,20.62,2547.0,384.0,2931.0
050,fact-based,申请执行人向法院提供了明确、具体的被执行人财产线索，并填写了财产调查表。法院应当在多长时间内调查核实？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.5144,1.8344,0.3896,6.9,0.0,8.162,1.5696,21.37,2678.0,422.0,3100.0
051,scenario,张三是一名国防科技研究员，拥有国防专利‘隐身涂层技术’（专利号DEF123），该专利涉及敏感军事应用，已授权两年。某有限责任公司‘军工科技集团’近期向国防专利复审委员会提交申请，主张该专利缺乏新颖性，请求宣告无效。‘军工科技集团’计划在商业项目中采用类似技术，而张三担心专利无效将导致技术泄露和市场优势丧失。双方利益冲突在于专利有效性的维护与挑战。张三作为专利持有人，面临无效宣告程序的压力，急需专业指导。请问：张三该采取哪些具体步骤来有效应对无效宣告申请？如何最大限度规避专利被宣告无效的风险，并保护自身权益？,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,8.2809,3.8712,3.5642,31.0999,1.0879,28.7548,1.3011,77.96,10493.0,1651.0,12144.0
052,scenario,作为ABC认证有限公司的法律顾问，我了解到我们在为XYZ制造有限责任公司进行ISO 9001质量管理体系认证时，为加快进度，遗漏了现场审核和环境测试程序，导致认证报告存在瑕疵。现在市场监管部门已介入调查，我们可能面临行政处罚。我该采取哪些具体步骤来应对当前的法律风险，并如何最大限度规避未来类似风险？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,7.8253,4.9077,2.2267,29.3763,0.6671,29.9364,1.5205,76.46,9655.0,1656.0,11311.0
053,scenario,我是某矿业公司‘绿源矿业’的项目经理张三。过去两年内，公司为降低成本，在未取得采矿许可证的情况下，由我多次组织小规模非法采矿活动，每次价值约5万元，但累计可能超过30万元。近期，有员工内部举报，执法部门已介入调查，指控我涉嫌多次非法采矿。我担心这些行为会被累计计算，构成严重刑事犯罪。我该采取哪些具体步骤，以最大限度规避刑事风险，并应对可能的累计计算问题？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,6.2604,4.7021,1.83,33.7346,0.9983,23.3319,1.6827,72.54,6919.0,1582.0,8501.0
054,scenario,我是王五建材公司的负责人。我公司持有一张由阳光有限责任公司财务经理张三签发的支票，该支票经李四贸易公司背书转让给我公司。我公司向银行提示付款时，因出票人账户余额不足被拒付。李四声称支票背书未注明日期，属于无效背书，拒绝承担责任；阳光公司则辩称支票上张三的签名可能被伪造。作为持票人，我该如何采取步骤行使追索权，并最大限度规避风险？请提供具体行动指南。,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,7.5441,4.5113,2.7548,31.5231,0.2844,28.7933,1.409,76.82,8004.0,1647.0,9651.0
055,scenario,我（张三）与‘某科技有限责任公司’正筹划设立‘未来AI合伙企业’，这是一家普通合伙企业，旨在开发人工智能解决方案。我提出以我的全职管理劳务出资，预计占合伙份额的40%，涵盖项目运营和战略规划；而对方公司以一项核心人工智能算法的专利权出资，占60%。目前，我们在出资评估上产生分歧：我认为我的劳务价值应基于行业管理薪资和贡献度协商确定，但对方公司坚持专利权需委托专业评估机构定价，同时对我劳务的评估方法含糊其辞，仅口头承诺‘合理估值’。这引发了严重担忧：如果评估不公或未明确载明，未来可能导致利润分配失衡、债务承担争议，甚至合伙企业解散风险。请问，在这种情况下，我该采取哪些具体步骤来确保出资合法合规，并如何最大限度规避评估争议、协议漏洞及未来运营风险？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.354,0.0,0.7616,32.1496,0.0,9.0987,1.4361,45.8,2683.0,1094.0,3777.0
