id,category,original_request,MRR,Hit@1,Recall@1,Precision@1,Hit@2,Recall@2,Precision@2,Hit@3,Recall@3,Precision@3,Hit@4,Recall@4,Precision@4,Hit@5,Recall@5,Precision@5,Hit@6,Recall@6,Precision@6,Hit@7,Recall@7,Precision@7,Hit@8,Recall@8,Precision@8,Hit@9,Recall@9,Precision@9,Hit@10,Recall@10,Precision@10,planning_time_seconds,rewrite_time_seconds,retrieval_time_seconds,generation_time_seconds,web_search_time_seconds,reflection_time_seconds,other_tools_time_seconds,end_to_end_time_seconds,prompt_tokens,completion_tokens,total_tokens
011,fact-based,某养殖场销售的种畜禽没有附具种畜禽合格证明和家畜系谱，这种情况应该由哪个部门处理？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.7259,1.3303,1.3699,7.41,0.0,6.5355,0.8184,19.19,4115.0,484.0,4599.0
012,fact-based,请问，用于农产品初加工的机械设备，是否属于《农业机械安全监督管理条例》中所称的“农业机械”？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.5754,1.4337,0.9282,3.7534,0.0,5.7818,1.1675,14.64,3600.0,305.0,3905.0
013,fact-based,《国务院关于鼓励华侨和香港澳门同胞投资的规定》的制定目的是什么？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.8612,0.0,0.8036,2.1948,0.0,4.9264,0.914,10.7,3078.0,220.0,3298.0
014,fact-based,未成年人的父母均不具备完全民事行为能力，并且可能严重危害该未成年人。这种情况下，谁可以决定将该未成年人送养？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.1097,1.1509,1.0476,7.3138,0.0,6.0962,0.8618,18.58,3683.0,446.0,4129.0
015,fact-based,根据《互联网上网服务营业场所管理条例(2024修订)》的规定，如果一家网吧违反了国家有关信息网络安全、治安管理、消防管理、工商行政管理、电信管理等规定，但情节尚不够刑事处罚的，应当由哪些部门依法给予处罚？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.8047,1.4828,1.0916,7.3257,0.0,8.3507,1.2045,21.26,4498.0,570.0,5068.0
016,fact-based,一家外国国际船舶运输经营者，利用租用的中国籍船舶经营中国港口之间的运输业务，被交通运输主管部门查处。经查，其违法所得为60万元。请问，根据《中华人民共和国国际海运条例(2025修订)》，主管部门应当如何处罚？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.892,1.8659,1.426,9.0482,0.0,6.1272,0.8207,21.18,4396.0,566.0,4962.0
017,fact-based,期货公司依据约定对客户持仓进行强行平仓，由此产生的费用应当由谁承担？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.477,1.352,1.0602,11.4428,0.0,6.4835,1.0545,23.87,3887.0,613.0,4500.0
018,fact-based,根据《彩票管理条例》的规定，哪些部门应当建立彩票发行、销售和资金管理信息系统？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.8618,1.2248,0.8688,3.6122,0.0,5.876,1.0864,14.53,3449.0,318.0,3767.0
019,fact-based,根据《中华人民共和国出口管制法》，我国国家出口管制管理部门可以基于哪些原则或依据，与其他国家、地区或国际组织开展出口管制合作与交流？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.1106,1.3605,1.2953,5.9115,0.0,5.5389,1.3132,17.53,3939.0,401.0,4340.0
020,fact-based,根据《中华人民共和国企业所得税法实施条例(2024修订)》，企业接受的来自个人的无偿给予的非货币性资产，在税法上属于什么性质的收入？该收入应在何时确认实现？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.1091,1.8528,1.4417,7.7595,0.0,5.2996,0.8873,19.35,3770.0,472.0,4242.0
021,fact-based,某单位需要使用放射性同位素，计划将其转移到外省使用。请问该单位应当向哪个部门办理备案手续？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.9807,1.1901,1.1549,6.2383,0.0,6.2697,1.0863,17.92,3908.0,434.0,4342.0
022,fact-based,根据《中华人民共和国中国人民银行法》的规定，中国人民银行的全部资本由谁出资，属于谁所有？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.3579,0.0,0.5656,2.9569,0.0,4.1521,0.7975,10.83,2746.0,221.0,2967.0
023,fact-based,根据《中华人民共和国农村集体经济组织法》，农村集体经济组织的成员大会、成员代表大会、理事会、监事会或者监事召开会议时，是否应当制作和保存会议记录？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.6069,0.0,0.8581,5.0103,0.0,4.8127,0.702,12.99,3494.0,311.0,3805.0
024,fact-based,根据《中华人民共和国公司法(2023修订)》第五十二条的规定，如果公司向未按时出资的股东发出书面催缴书，催缴书中载明的缴纳出资宽限期，自公司发出催缴书之日起，最短不得少于多少日？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.5916,0.0,0.8471,4.2867,0.0,4.7653,0.8493,12.34,3578.0,284.0,3862.0
025,fact-based,某县计划在其管辖的内河区域设置一个新的渡口。请问，该设置行为需要经过哪个层级的政府审批？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.8466,1.3669,1.6962,7.8061,0.0,6.4916,1.0926,20.3,3551.0,471.0,4022.0
026,fact-based,根据《中华人民共和国民族区域自治法》，民族自治地方的自治机关在录用工作人员时，对哪些人员应当给予适当的照顾？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.1293,1.3747,1.628,7.5355,0.0,7.0847,0.9678,20.72,3941.0,479.0,4420.0
027,fact-based,根据《广播电视设施保护条例》的规定，哪些行为是被禁止的？,0.3333,0,0.0,0.0,0,0.0,0.0,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.28,1.3671,1.3897,22.5947,0.0,7.0287,0.4998,35.16,3350.0,1067.0,4417.0
028,fact-based,根据《最高人民法院关于北京、上海、广州知识产权法院案件管辖的规定(2020修正)》第二条的规定，广州知识产权法院对广东省内哪些案件实行跨区域管辖？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.4468,0.0,1.0363,7.78,0.0,5.6721,0.6648,16.6,3666.0,437.0,4103.0
029,fact-based,请问，职工因工致残被鉴定为五级伤残，如果本人提出解除劳动关系，应由谁支付一次性工伤医疗补助金？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.9789,1.3743,1.3092,4.9979,0.0,5.3117,0.858,15.83,4146.0,332.0,4478.0
030,fact-based,根据《中华人民共和国企业所得税法实施条例(2024修订)》的规定，企业从事餐饮住宿服务活动取得的收入属于什么类型的收入？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.5332,0.0,1.0305,5.0106,0.0,5.5375,1.0782,14.19,3432.0,330.0,3762.0
031,fact-based,根据《中华人民共和国大气污染防治法》，如果某工业园区规划可能对国家大气污染防治重点区域的大气环境造成严重污染，规划编制机关应当与谁进行会商？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.7861,1.6216,1.2045,6.456,0.0,6.4288,0.983,18.48,3801.0,409.0,4210.0
032,fact-based,根据《乡镇煤矿管理条例(2013修订)》的规定，县级以上人民政府负责管理煤炭工业的部门对瓦斯检验工考核合格后，应当颁发什么证书？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.6013,0.0,0.8464,4.1197,0.0,6.3686,1.034,13.97,3350.0,309.0,3659.0
033,fact-based,根据《最高人民法院、最高人民检察院关于办理操纵证券、期货市场刑事案件适用法律若干问题的解释》，对于在全国中小企业股份转让系统中实施操纵证券市场行为，如果社会危害性大且严重破坏公平公正的市场秩序，是否可以直接完全适用该解释的所有规定？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.9773,1.6464,1.4079,14.6511,0.0,7.5861,0.8912,28.16,3869.0,735.0,4604.0
034,fact-based,根据《中华人民共和国消费者权益保护法实施条例》的规定，当发生侵害众多消费者合法权益的行为时，哪些消费者协会可以向人民法院提起诉讼？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.0736,1.6617,0.9882,5.4307,0.0,5.0801,1.2757,16.51,3619.0,365.0,3984.0
035,fact-based,根据《校车安全管理条例》，校车驾驶人在驾驶时应当遵守哪些基本要求？,0.5,0,0.0,0.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.9333,1.6465,0.8916,9.3689,0.0,5.2705,1.1092,20.22,3326.0,507.0,3833.0
036,fact-based,根据《公共安全视频图像信息系统管理条例》，请问全国范围内公共安全视频系统建设、使用的指导和监督管理工作由哪个部门负责？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.0806,1.1878,1.1659,4.0903,0.0,6.2221,1.4233,16.17,4134.0,336.0,4470.0
037,fact-based,如果一件国际申请的申请日在优先权期限届满之后2个月内，且在国际阶段受理局已经批准恢复优先权，那么在中国进入国家阶段时，关于优先权恢复的请求应当如何处理？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.8064,1.7787,1.6447,14.6449,0.0,8.7056,1.0497,29.63,4504.0,758.0,5262.0
038,fact-based,根据《中华人民共和国行政许可法》的规定，如果一项行政许可依法需要由地方人民政府的两个以上部门分别实施，本级人民政府可以采取哪些方式办理该行政许可？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.9934,1.3723,0.9351,8.5768,0.0,6.2484,0.864,19.99,4009.0,474.0,4483.0
039,fact-based,根据《中华人民共和国防治陆源污染物污染损害海洋环境管理条例》，如果某个企业事业单位向海域排放陆源污染物，造成了海洋环境严重污染损害，应当如何处理？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.1843,1.2869,1.4412,7.8725,0.0,6.5618,1.0533,20.4,3745.0,468.0,4213.0
040,fact-based,根据《城市公共交通条例》，城市人民政府城市公共交通主管部门应当定期组织开展什么评估？,0.5,0,0.0,0.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.1723,1.3514,0.8636,3.6806,0.0,6.0261,0.816,14.91,3628.0,314.0,3942.0
041,fact-based,如果因为征收房屋需要搬迁，房屋征收部门需要向被征收人支付什么费用？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.8359,1.3418,1.3927,8.7424,0.0,7.3268,1.0804,21.72,4040.0,511.0,4551.0
042,fact-based,根据《中华人民共和国计算机信息系统安全保护条例(2011修订)》的规定，如果违反该条例并构成违反治安管理行为，应当依照什么法律进行处罚？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.6001,0.0,0.6487,4.7577,0.0,5.8062,1.1073,13.92,2902.0,310.0,3212.0
043,fact-based,请问，如果最高人民法院以前发布的关于涉外民商事案件管辖的司法解释，与《最高人民法院关于涉外民商事案件管辖若干问题的规定》的内容不一致，应当以哪个规定为准？,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.6981,0.0,0.8014,12.9786,0.0,6.5392,1.9627,23.98,2824.0,558.0,3382.0
044,fact-based,在重整期间，担保权人如果发现担保物有损坏的可能，足以危害其权利，应当向谁请求恢复行使担保权？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.2937,1.855,1.1708,6.6252,0.0,8.1181,1.4872,21.55,3994.0,473.0,4467.0
045,fact-based,根据《中华人民共和国人民法院组织法》的规定，除了由最高人民法院判决的死刑案件外，其他死刑案件应当报请哪个机关核准？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.3171,0.0,0.6731,6.8143,0.0,6.7747,1.3608,17.94,3456.0,381.0,3837.0
046,fact-based,在易制毒化学品的运输活动中，违反国家规定，致使易制毒化学品流入非法渠道，但尚不构成犯罪的，应当如何处理？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.1584,1.5697,1.7102,14.8729,0.0,9.9236,1.4052,31.64,5165.0,808.0,5973.0
047,fact-based,用人单位与劳动者约定了服务期，劳动者依照《劳动合同法》第三十八条的规定解除劳动合同的，是否属于违反服务期的约定？用人单位能否要求劳动者支付违约金？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.9607,1.3038,1.3434,8.494,0.0,6.3471,1.051,20.5,3670.0,470.0,4140.0
048,fact-based,人民法院委托的拍卖活动应当在什么场所进行？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.1319,1.1495,1.0627,8.6081,0.0,6.2209,0.9569,20.13,3395.0,464.0,3859.0
049,fact-based,根据《最高人民法院关于适用《中华人民共和国刑事诉讼法》的解释(2021)》第二百一十条，对于可能判处死刑的案件，上一级人民法院可以批准延长审理期限一次，请问延长的期限是多久？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.7936,0.0,1.0669,5.1424,0.0,4.9923,0.8848,13.88,3748.0,297.0,4045.0
050,fact-based,申请执行人向法院提供了明确、具体的被执行人财产线索，并填写了财产调查表。法院应当在多长时间内调查核实？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.8124,1.4459,1.0356,5.6963,0.0,6.6313,1.0585,17.68,4048.0,366.0,4414.0
051,scenario,张三是一名国防科技研究员，拥有国防专利‘隐身涂层技术’（专利号DEF123），该专利涉及敏感军事应用，已授权两年。某有限责任公司‘军工科技集团’近期向国防专利复审委员会提交申请，主张该专利缺乏新颖性，请求宣告无效。‘军工科技集团’计划在商业项目中采用类似技术，而张三担心专利无效将导致技术泄露和市场优势丧失。双方利益冲突在于专利有效性的维护与挑战。张三作为专利持有人，面临无效宣告程序的压力，急需专业指导。请问：张三该采取哪些具体步骤来有效应对无效宣告申请？如何最大限度规避专利被宣告无效的风险，并保护自身权益？,0.1667,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.1575,1.5588,2.0625,27.1404,0.0,10.4896,0.9812,44.39,4656.0,1154.0,5810.0
052,scenario,作为ABC认证有限公司的法律顾问，我了解到我们在为XYZ制造有限责任公司进行ISO 9001质量管理体系认证时，为加快进度，遗漏了现场审核和环境测试程序，导致认证报告存在瑕疵。现在市场监管部门已介入调查，我们可能面临行政处罚。我该采取哪些具体步骤来应对当前的法律风险，并如何最大限度规避未来类似风险？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,1.9774,1.96,1.7111,23.6936,0.0,7.6725,0.9354,37.95,4087.0,953.0,5040.0
053,scenario,我是某矿业公司‘绿源矿业’的项目经理张三。过去两年内，公司为降低成本，在未取得采矿许可证的情况下，由我多次组织小规模非法采矿活动，每次价值约5万元，但累计可能超过30万元。近期，有员工内部举报，执法部门已介入调查，指控我涉嫌多次非法采矿。我担心这些行为会被累计计算，构成严重刑事犯罪。我该采取哪些具体步骤，以最大限度规避刑事风险，并应对可能的累计计算问题？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.5247,1.6272,1.6298,26.6592,0.0,9.3726,1.0365,42.85,4221.0,1145.0,5366.0
054,scenario,我是王五建材公司的负责人。我公司持有一张由阳光有限责任公司财务经理张三签发的支票，该支票经李四贸易公司背书转让给我公司。我公司向银行提示付款时，因出票人账户余额不足被拒付。李四声称支票背书未注明日期，属于无效背书，拒绝承担责任；阳光公司则辩称支票上张三的签名可能被伪造。作为持票人，我该如何采取步骤行使追索权，并最大限度规避风险？请提供具体行动指南。,1.0,1,0.5,1.0,1,0.5,0.5,1,0.5,0.3333,1,0.5,0.25,1,1.0,0.4,1,1.0,0.3333,1,1.0,0.2857,1,1.0,0.25,1,1.0,0.2222,1,1.0,0.2,2.2516,1.5282,1.4631,18.746,0.0,6.5384,0.7927,31.32,4253.0,788.0,5041.0
055,scenario,我（张三）与‘某科技有限责任公司’正筹划设立‘未来AI合伙企业’，这是一家普通合伙企业，旨在开发人工智能解决方案。我提出以我的全职管理劳务出资，预计占合伙份额的40%，涵盖项目运营和战略规划；而对方公司以一项核心人工智能算法的专利权出资，占60%。目前，我们在出资评估上产生分歧：我认为我的劳务价值应基于行业管理薪资和贡献度协商确定，但对方公司坚持专利权需委托专业评估机构定价，同时对我劳务的评估方法含糊其辞，仅口头承诺‘合理估值’。这引发了严重担忧：如果评估不公或未明确载明，未来可能导致利润分配失衡、债务承担争议，甚至合伙企业解散风险。请问，在这种情况下，我该采取哪些具体步骤来确保出资合法合规，并如何最大限度规避评估争议、协议漏洞及未来运营风险？,1.0,1,1.0,1.0,1,1.0,0.5,1,1.0,0.3333,1,1.0,0.25,1,1.0,0.2,1,1.0,0.1667,1,1.0,0.1429,1,1.0,0.125,1,1.0,0.1111,1,1.0,0.1,2.259,1.4814,2.293,31.2543,0.0,9.1128,1.1495,47.55,4237.0,1243.0,5480.0
